Country,State,Year,Month,"Food Grains Allocated (UOM:MT(MetricTonne)), Scaling Factor:1000","Ration Cards Issued (UOM:Number), Scaling Factor:1","Transaction For Ration Cards (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)), Scaling Factor:1","Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Manual Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000"
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023","July, 2023",202114.13,11464466,10593971,5482526,51.75,197848.44,0,197848.44
India,Telangana,"Calendar Year (Jan - Dec), 2023","July, 2023",108004.23,5433245,4739289,4739289,100,100202.49,0,100202.49
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2023","July, 2023",451.98,50959,53345,53345,100,1330.55,0,1330.55
India,Tripura,"Calendar Year (Jan - Dec), 2023","July, 2023",13761.1,603285,659589,655987,99.45,13356.86,0,13356.86
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023","July, 2023",811798.34,36076395,33785255,33666392,99.65,789290.03,0,789290.03
India,Uttarakhand,"Calendar Year (Jan - Dec), 2023","July, 2023",33454.8,1393761,1161560,977197,84.13,27119.86,0,27119.86
India,West Bengal,"Calendar Year (Jan - Dec), 2023","July, 2023",330516.44,0,14011791,13960407,99.63,321918.71,0,321918.71
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2023","June, 2023",332.7,16743,16187,15468,95.56,353.16,0,353.16
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023","June, 2023",154148.03,9023523,8373236,8373236,100,144593.64,0,144593.64
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2023","June, 2023",4677.46,180490,157426,10967,6.97,4197.59,0,4197.59
India,Assam,"Calendar Year (Jan - Dec), 2023","June, 2023",135479.33,5580222,4946533,4918584,99.43,99775.95,0,99775.95
India,Bihar,"Calendar Year (Jan - Dec), 2023","June, 2023",457821.73,18948802,17079980,17056310,99.86,433190.39,0,433190.39
India,Delhi,"Calendar Year (Jan - Dec), 2023","June, 2023",37572.75,1783280,1777603,1777603,100,38532.07,0,38532.07
India,Goa,"Calendar Year (Jan - Dec), 2023","June, 2023",2856.63,132232,119328,114624,96.06,2510.17,0,2510.17
India,Gujarat,"Calendar Year (Jan - Dec), 2023","June, 2023",198288.02,7618889,6851503,6799316,99.24,177145.41,0,177145.41
India,Haryana,"Calendar Year (Jan - Dec), 2023","June, 2023",66250,3471028,4457193,4457193,100,63402.85,0,63402.85
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2023","June, 2023",39798.05,1660109,1554580,1362725,87.66,34622.96,0,34622.96
India,Jharkhand,"Calendar Year (Jan - Dec), 2023","June, 2023",144959.47,6075085,5794444,5594327,96.55,136488.78,0,136488.78
India,Karnataka,"Calendar Year (Jan - Dec), 2023","June, 2023",217403,11378948,10716313,10716313,100,207483.68,0,207483.68
India,Kerala,"Calendar Year (Jan - Dec), 2023","June, 2023",85459.89,4140805,4128584,3614712,87.55,82184,0,82184
India,Ladakh,"Calendar Year (Jan - Dec), 2023","June, 2023",0,29252,26154,12212,46.69,659.5,0,659.5
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023","June, 2023",297039.11,12566476,11386458,10904363,95.77,267079.04,0,267079.04
India,Maharashtra,"Calendar Year (Jan - Dec), 2023","June, 2023",383766,15717039,14224717,14224717,100,333324.67,0,333324.67
India,Meghalaya,"Calendar Year (Jan - Dec), 2023","June, 2023",10800.27,421589,393210,56048,14.25,10970.22,0,10970.22
India,Mizoram,"Calendar Year (Jan - Dec), 2023","June, 2023",3827.96,170345,160733,136661,85.02,3807.41,0,3807.41
India,Nagaland,"Calendar Year (Jan - Dec), 2023","June, 2023",7632.11,323957,283975,66761,23.51,6381.68,0,6381.68
India,Odisha,"Calendar Year (Jan - Dec), 2023","June, 2023",179926.06,9288780,8569754,7670084,89.5,175493.57,0,175493.57
India,Rajasthan,"Calendar Year (Jan - Dec), 2023","June, 2023",232631,10715259,9985245,9985192,100,217313.76,0,217313.76
India,Sikkim,"Calendar Year (Jan - Dec), 2023","June, 2023",2197.94,97676,63779,63347,99.32,1528.11,0,1528.11
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023","June, 2023",202114.13,11464024,10177126,9809859,96.39,191685.77,0,191685.77
India,Telangana,"Calendar Year (Jan - Dec), 2023","June, 2023",108004.23,5464455,4746411,4746411,100,100266.11,0,100266.11
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2023","June, 2023",451.98,50930,52030,52030,100,1303.28,0,1303.28
India,Tripura,"Calendar Year (Jan - Dec), 2023","June, 2023",13761.1,602992,658000,654389,99.45,13332.06,0,13332.06
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023","June, 2023",811798.34,36078017,33514493,33443726,99.79,784556.14,0,784556.14
India,Uttarakhand,"Calendar Year (Jan - Dec), 2023","June, 2023",33454.8,1392704,1131968,963425,85.11,26439.46,0,26439.46
India,West Bengal,"Calendar Year (Jan - Dec), 2023","June, 2023",330516.44,0,13979509,13922243,99.59,319962.89,0,319962.89
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2023","May, 2023",332.7,16743,16190,15473,95.57,353.21,0,353.21
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023","May, 2023",154148.03,9023646,8344657,8344657,100,144022.84,0,144022.84
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2023","May, 2023",4677.46,180490,154774,4417,2.85,4098.3,0,4098.3
India,Assam,"Calendar Year (Jan - Dec), 2023","May, 2023",135479.33,5578830,4592412,4567059,99.45,93128.78,0,93128.78
India,Bihar,"Calendar Year (Jan - Dec), 2023","May, 2023",457821.73,18898271,17073403,17068490,99.97,434094.95,0,434094.95
India,Delhi,"Calendar Year (Jan - Dec), 2023","May, 2023",37572.75,1783867,1554134,1554134,100,37953.15,0,37953.15
India,Goa,"Calendar Year (Jan - Dec), 2023","May, 2023",2856.63,131280,116048,111453,96.04,2445.75,0,2445.75
India,Gujarat,"Calendar Year (Jan - Dec), 2023","May, 2023",198288.02,7609447,6810106,6757426,99.23,176072.97,0,176072.97
India,Haryana,"Calendar Year (Jan - Dec), 2023","May, 2023",66250,3187107,4459376,4459376,100,59751.54,0,59751.54
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2023","May, 2023",39798.05,1658966,1651076,1483071,89.82,35005.96,0,35005.96
India,Jharkhand,"Calendar Year (Jan - Dec), 2023","May, 2023",144959.47,6069876,5845015,5633142,96.38,136018.56,0,136018.56
India,Karnataka,"Calendar Year (Jan - Dec), 2023","May, 2023",217403,11382858,10659445,10659445,100,206699.78,0.25,206700.03
India,Kerala,"Calendar Year (Jan - Dec), 2023","May, 2023",85459.89,4142815,4174027,3873851,92.81,81369.13,0,81369.13
India,Ladakh,"Calendar Year (Jan - Dec), 2023","May, 2023",0,29229,25476,11877,46.62,646.99,0,646.99
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023","May, 2023",297039.11,12526145,11279322,10812938,95.87,264918.81,0,264918.81
India,Maharashtra,"Calendar Year (Jan - Dec), 2023","May, 2023",383766,15662387,14723629,14642871,99.45,342198.05,0,342198.05
India,Meghalaya,"Calendar Year (Jan - Dec), 2023","May, 2023",10800.27,421582,366205,49005,13.38,10208.56,0,10208.56
India,Mizoram,"Calendar Year (Jan - Dec), 2023","May, 2023",3827.96,169908,159947,122576,76.64,3784.41,0,3784.41
India,Nagaland,"Calendar Year (Jan - Dec), 2023","May, 2023",7632.11,323957,283674,64128,22.61,5851.25,0,5851.25
India,Odisha,"Calendar Year (Jan - Dec), 2023","May, 2023",179926.06,9288773,8581158,7682414,89.53,175715.01,0,175715.01
India,Rajasthan,"Calendar Year (Jan - Dec), 2023","May, 2023",232631,10688645,9965516,9965458,100,217160.88,0,217160.88
India,Sikkim,"Calendar Year (Jan - Dec), 2023","May, 2023",2197.94,97443,58498,58498,100,1395.38,0,1395.38
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023","May, 2023",202114.13,11458000,10113621,9736527,96.27,188216.3,0,188216.3
India,Telangana,"Calendar Year (Jan - Dec), 2023","May, 2023",108004.23,5470907,4685516,4685516,100,98971.03,0,98971.03
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2023","May, 2023",451.98,50899,51654,51654,100,1290.67,0,1290.67
India,Tripura,"Calendar Year (Jan - Dec), 2023","May, 2023",13761.1,602216,313699,310606,99.01,13341.02,0,13341.02
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023","May, 2023",811798.34,36086302,33668580,33548442,99.64,787523.33,0,787523.33
India,Uttarakhand,"Calendar Year (Jan - Dec), 2023","May, 2023",33454.8,1390920,1108473,959961,86.6,25883.51,0,25883.51
India,West Bengal,"Calendar Year (Jan - Dec), 2023","May, 2023",330516.44,0,13960424,13886245,99.47,339087.75,0,339087.75
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2023","April, 2023",332.7,16701,15588,14877,95.44,343.04,0,343.04
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023","April, 2023",154148.03,9027256,8377975,8377975,100,144439.44,0,144439.44
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2023","April, 2023",4677.46,180490,152505,0,0,4064.67,0,4064.67
India,Assam,"Calendar Year (Jan - Dec), 2023","April, 2023",135479.33,5576313,4850914,4826951,99.51,97847.82,0,97847.82
India,Bihar,"Calendar Year (Jan - Dec), 2023","April, 2023",457821.73,18859850,17027952,17003495,99.86,434050.23,0,434050.23
India,Delhi,"Calendar Year (Jan - Dec), 2023","April, 2023",37572.75,1784383,1998810,1998800,100,42440.66,0,42440.66
India,Goa,"Calendar Year (Jan - Dec), 2023","April, 2023",2856.63,132443,119473,114627,95.94,2532.43,0,2532.43
India,Gujarat,"Calendar Year (Jan - Dec), 2023","April, 2023",198288.02,7598593,6764106,6713394,99.25,175320.86,0,175320.86
India,Haryana,"Calendar Year (Jan - Dec), 2023","April, 2023",66250,3186994,4035756,4035756,100,59983.46,0,59983.46
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2023","April, 2023",39798.05,1656660,1541708,1445614,93.77,34824.14,0,34824.14
India,Jharkhand,"Calendar Year (Jan - Dec), 2023","April, 2023",144959.47,6062417,5788127,5599150,96.74,136327.93,0,136327.93
India,Karnataka,"Calendar Year (Jan - Dec), 2023","April, 2023",217403,11384785,10575885,10575881,100,204953.22,82.24,205035.46
India,Kerala,"Calendar Year (Jan - Dec), 2023","April, 2023",85459.89,4144358,4193663,3814079,90.95,80115.58,10.13,80125.71
India,Ladakh,"Calendar Year (Jan - Dec), 2023","April, 2023",0,29097,26085,10702,41.03,643.53,0,643.53
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023","April, 2023",297039.11,12481324,11363345,10908104,95.99,265927.37,0,265927.37
India,Maharashtra,"Calendar Year (Jan - Dec), 2023","April, 2023",383766,15592180,14649244,14499255,98.98,338911.21,0,338911.21
India,Meghalaya,"Calendar Year (Jan - Dec), 2023","April, 2023",10800.27,421582,362820,52275,14.41,10127.73,32.41,10160.14
India,Mizoram,"Calendar Year (Jan - Dec), 2023","April, 2023",3827.96,169489,166827,138560,83.06,3920.1,0,3920.1
India,Nagaland,"Calendar Year (Jan - Dec), 2023","April, 2023",7632.11,322873,279384,64175,22.97,5778.98,0,5778.98
India,Odisha,"Calendar Year (Jan - Dec), 2023","April, 2023",179926.06,9291071,8537528,7671480,89.86,174849.46,0,174849.46
India,Rajasthan,"Calendar Year (Jan - Dec), 2023","April, 2023",232631,10664149,9901809,9901752,100,215922.03,0,215922.03
India,Sikkim,"Calendar Year (Jan - Dec), 2023","April, 2023",2197.94,97192,65337,64900,99.33,1570.09,0,1570.09
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023","April, 2023",202114.13,11463566,11910629,11440077,96.05,201661.85,0,201661.85
India,Telangana,"Calendar Year (Jan - Dec), 2023","April, 2023",108004.23,5465838,4755665,4755665,100,100389.38,120.62,100510
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2023","April, 2023",451.98,50864,51850,51850,100,1291.56,0,1291.56
India,Tripura,"Calendar Year (Jan - Dec), 2023","April, 2023",13761.1,601431,658208,654594,99.45,13328.61,0,13328.61
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2023","April, 2023",811798.34,36085735,33525742,33403103,99.63,784340.39,0,784340.39
India,Uttarakhand,"Calendar Year (Jan - Dec), 2023","April, 2023",33454.8,1386986,1085578,957348,88.19,25812.55,215.17,26027.72
India,West Bengal,"Calendar Year (Jan - Dec), 2023","April, 2023",330516.44,0,13795914,13707631,99.36,405437.48,0,405437.48
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2023","March, 2023",332.7,32880,32304,30890,95.62,705.75,0,705.75
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023","March, 2023",154148.03,9027378,8354233,8354233,100,95061.29,0,95061.29
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2023","March, 2023",4677.46,348360,286156,12060,4.21,7621.62,175.87,7797.5
India,Assam,"Calendar Year (Jan - Dec), 2023","March, 2023",135479.33,10550856,9080944,9027406,99.41,182054.58,14985.39,197039.98
India,Bihar,"Calendar Year (Jan - Dec), 2023","March, 2023",457821.73,18810431,17217462,17145401,99.58,126660.66,0,126660.66
India,Delhi,"Calendar Year (Jan - Dec), 2023","March, 2023",37572.75,3568884,2978006,2978006,100,78775.7,0,78775.7
India,Goa,"Calendar Year (Jan - Dec), 2023","March, 2023",2856.63,131457,120214,115452,96.04,2553.99,0,2553.99
India,Gujarat,"Calendar Year (Jan - Dec), 2023","March, 2023",198288.02,7579736,6815582,6756573,99.13,126216.43,0,126216.43
India,Haryana,"Calendar Year (Jan - Dec), 2023","March, 2023",66250,3217345,4483486,4483486,100,62683.84,0,62683.84
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2023","March, 2023",39798.05,1652397,1535436,1441868,93.91,30325.8,0,30325.8
India,Jharkhand,"Calendar Year (Jan - Dec), 2023","March, 2023",144959.47,6055943,5641112,5453918,96.68,26532.13,0,26532.13
India,Karnataka,"Calendar Year (Jan - Dec), 2023","March, 2023",217403,11384916,10709501,10709501,100,115579.2,122.83,115702.03
India,Kerala,"Calendar Year (Jan - Dec), 2023","March, 2023",85459.89,4103289,4140776,3783353,91.37,72369.87,50.66,72420.53
India,Ladakh,"Calendar Year (Jan - Dec), 2023","March, 2023",0,28991,26877,11895,44.26,364.53,0,364.53
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023","March, 2023",297039.11,12496214,11269172,10844840,96.23,105345.49,5.73,105351.23
India,Maharashtra,"Calendar Year (Jan - Dec), 2023","March, 2023",383766,15525361,14587661,14442071,99,278828.04,0,278828.04
India,Meghalaya,"Calendar Year (Jan - Dec), 2023","March, 2023",10800.27,421573,347247,49300,14.2,9703.51,2030.14,11733.65
India,Mizoram,"Calendar Year (Jan - Dec), 2023","March, 2023",3827.96,168921,165339,137864,83.38,3885.24,0,3885.24
India,Nagaland,"Calendar Year (Jan - Dec), 2023","March, 2023",7632.11,322337,277747,62684,22.57,5469.68,0,5469.68
India,Odisha,"Calendar Year (Jan - Dec), 2023","March, 2023",179926.06,9291070,7202658,6335490,87.96,2142.79,0,2142.79
India,Rajasthan,"Calendar Year (Jan - Dec), 2023","March, 2023",232631,10511207,9885064,9885006,100,215582.92,0,215582.92
India,Sikkim,"Calendar Year (Jan - Dec), 2023","March, 2023",2197.94,194578,131082,130284,99.39,3176.77,807.1,3983.87
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023","March, 2023",202114.13,11460614,12723708,12200422,95.89,197891.84,0,197891.84
India,Telangana,"Calendar Year (Jan - Dec), 2023","March, 2023",108004.23,5465845,4743801,4743801,100,91972.71,120.62,92093.33
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2023","March, 2023",451.98,50784,48111,48111,100,463.39,0,463.39
