Country,State,Year,Month,"Food Grains Allocated (UOM:MT(MetricTonne)), Scaling Factor:1000","Ration Cards Issued (UOM:Number), Scaling Factor:1","Transaction For Ration Cards (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)), Scaling Factor:1","Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Manual Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000"
India,Mizoram,"Calendar Year (Jan - Dec), 2020","April, 2020",3827.96,155405,148628,292,0.2,3819.75,0,3819.75
India,Nagaland,"Calendar Year (Jan - Dec), 2020","April, 2020",7632.11,283074,242277,84227,34.76,6276.53,7196.48,13473.01
India,Odisha,"Calendar Year (Jan - Dec), 2020","April, 2020",179926.06,9287962,9218082,0,0,174322.64,71.47,174394.12
India,Punjab,"Calendar Year (Jan - Dec), 2020","April, 2020",72510,296122,0,0,0,0,931.33,931.33
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","April, 2020",232631,11186979,10193349,9926911,97.39,240268.33,0,240268.33
India,Sikkim,"Calendar Year (Jan - Dec), 2020","April, 2020",2197.94,94523,88439,45577,51.53,1380.91,1028.99,2409.89
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","April, 2020",202114.13,11108398,11525517,0,0,229794.1,0,229794.1
India,Telangana,"Calendar Year (Jan - Dec), 2020","April, 2020",108004.23,5333411,5572946,5572946,100,103559.28,917.16,104476.43
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","April, 2020",451.98,55620,52640,52640,100,1277.16,0,1277.16
India,Tripura,"Calendar Year (Jan - Dec), 2020","April, 2020",13761.1,578844,944263,934448,98.96,13283.04,0,13283.04
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","April, 2020",811798.34,35371174,32437605,31533257,97.21,746946.56,130.57,747077.13
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","April, 2020",33454.8,1343486,796386,44,0.01,18781.67,16156.86,34938.53
India,West Bengal,"Calendar Year (Jan - Dec), 2020","April, 2020",330516.44,55598670,20158549,21722,0.11,304889.17,24270.29,329159.47
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020","March, 2020",332.7,16352,12820,0,0,237.98,0,237.98
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","March, 2020",154148.03,8227290,8568388,8568388,100,146081.79,951.91,147033.69
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","March, 2020",4677.46,177208,129447,0,0,3340.55,3620.07,6960.62
India,Assam,"Calendar Year (Jan - Dec), 2020","March, 2020",135479.33,5786894,0,0,0,0,139497.39,139497.39
India,Bihar,"Calendar Year (Jan - Dec), 2020","March, 2020",457821.73,16589087,15383952,15344148,99.74,429080.6,80911.89,509992.49
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","March, 2020",115338,5282952,8164431,656824,8.04,114162.36,1517.69,115680.05
India,Delhi,"Calendar Year (Jan - Dec), 2020","March, 2020",37572.75,1751113,0,0,0,0,38947.69,38947.69
India,Goa,"Calendar Year (Jan - Dec), 2020","March, 2020",2856.63,142451,133774,130779,97.76,2787.4,23.45,2810.85
India,Gujarat,"Calendar Year (Jan - Dec), 2020","March, 2020",198288.02,6535401,6238138,5795892,92.91,157177.83,0,157177.83
India,Haryana,"Calendar Year (Jan - Dec), 2020","March, 2020",66250,2700299,2965587,2965587,100,60635.81,0,60635.81
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","March, 2020",16857.47,669533,602297,178640,29.66,15106.86,3334.75,18441.61
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","March, 2020",38927.5416825744386438080050,1610108.31810275477049034740,659300.54125489075271846040,14550.61517008942270451160,2.21,15680.4690686692623088699920,7041.6624219848,22722.1314906540610232240250
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","March, 2020",144959.47,5712147,5389210,2690488,49.92,142591.07,0,142591.07
India,Karnataka,"Calendar Year (Jan - Dec), 2020","March, 2020",217403,12723982,10816262,10816234,100,200193.04,1060.5,201253.55
India,Kerala,"Calendar Year (Jan - Dec), 2020","March, 2020",85459.89,3738177,4013372,896016,22.33,83166.17,99.38,83265.55
India,Ladakh,"Calendar Year (Jan - Dec), 2020","March, 2020",870.5083174255613561919950,36005.68189724522950965260,14743.45874510924728153960,325.38482991057729548840,2.21,350.6509313307376911300080,157.467578015201,508.1185093459389767759750
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020","March, 2020",126.85,5155,1562,0,0,41.38,0,41.38
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","March, 2020",297039.11,11684833,9635471,8950244,92.89,239548.61,13896.82,253445.43
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","March, 2020",383766,15113125,14001058,14001058,100,343061.89,2325.65,345387.54
India,Manipur,"Calendar Year (Jan - Dec), 2020","March, 2020",12461.24,588009,260557,14963,5.74,5934.61,0,5934.61
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","March, 2020",10800.27,421027,0,0,0,0,11696.38,11696.38
India,Mizoram,"Calendar Year (Jan - Dec), 2020","March, 2020",3827.96,155525,129940,22102,17.01,3302.84,0,3302.84
India,Nagaland,"Calendar Year (Jan - Dec), 2020","March, 2020",7632.11,282595,166185,49779,29.95,4206.68,6965.67,11172.34
India,Odisha,"Calendar Year (Jan - Dec), 2020","March, 2020",179926.06,9323917,9293152,6856281,73.78,1506.74,440.42,1947.16
India,Punjab,"Calendar Year (Jan - Dec), 2020","March, 2020",72510,3375938,2002698,2002697,100,238133.7,6808.38,244942.07
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","March, 2020",232631,11154766,9551245,9516870,99.64,227625.37,0,227625.37
India,Sikkim,"Calendar Year (Jan - Dec), 2020","March, 2020",2197.94,94638,50475,29313,58.07,1298.05,1060.51,2358.56
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","March, 2020",202114.13,11107628,11162227,0,0,213333.1,0,213333.1
India,Telangana,"Calendar Year (Jan - Dec), 2020","March, 2020",108004.23,5331790,4897729,4897729,100,98915.43,869.61,99785.04
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","March, 2020",451.98,55712,30459,30459,100,780.73,0,780.73
India,Tripura,"Calendar Year (Jan - Dec), 2020","March, 2020",13761.1,578855,615693,615544,99.98,12568.41,0,12568.41
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","March, 2020",811798.34,35441397,32105582,31171858,97.09,741588.7,174.36,741763.06
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","March, 2020",33454.8,1334995,423450,93863,22.17,10144.19,19681.81,29826
India,West Bengal,"Calendar Year (Jan - Dec), 2020","March, 2020",330516.44,55413750,19161263,149180,0.78,290160.01,39666.91,329826.92
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020","February, 2020",332.7,16352,14386,0,0,269.15,24.55,293.7
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","February, 2020",154148.03,9027978,8618252,8618252,100,146780.57,1088.06,147868.63
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","February, 2020",4677.46,177200,106322,0,0,3622.75,3612.28,7235.03
India,Assam,"Calendar Year (Jan - Dec), 2020","February, 2020",135479.33,5786939,0,0,0,0,139306.77,139306.77
India,Bihar,"Calendar Year (Jan - Dec), 2020","February, 2020",457821.73,16531424,14508364,14465429,99.7,410983.26,130828.76,541812.01
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","February, 2020",115338,5282952,5176968,595509,11.5,113861.83,1517.69,115379.52
India,Delhi,"Calendar Year (Jan - Dec), 2020","February, 2020",37572.75,1748001,0,0,0,0,36342.72,36342.72
India,Goa,"Calendar Year (Jan - Dec), 2020","February, 2020",2856.63,142343,130495,127716,97.87,2733.75,54.44,2788.19
India,Gujarat,"Calendar Year (Jan - Dec), 2020","February, 2020",198288.02,6555744,6088108,5716440,93.9,156654.94,0,156654.94
India,Haryana,"Calendar Year (Jan - Dec), 2020","February, 2020",66250,2697288,2649594,2649594,100,58016.13,0,58016.13
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","February, 2020",16857.47,670238,560969,445374,79.39,12325.06,4091.5,16416.56
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","February, 2020",38927.5416825744386438080050,1638206.96841138335653716810,276756.10441657379047647450,220.07854351103254292250,0.08,6478.9851644729916892802670,28334.682101227,34813.6672657000100158015380
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","February, 2020",144959.47,5713865,4885042,4191599,85.8,134603.56,0,134603.56
India,Karnataka,"Calendar Year (Jan - Dec), 2020","February, 2020",217403,12704045,10841389,10841389,100,200165.1,1007.61,201172.71
India,Kerala,"Calendar Year (Jan - Dec), 2020","February, 2020",85459.89,3736562,3888254,3806893,97.91,82497.96,101.71,82599.67
India,Ladakh,"Calendar Year (Jan - Dec), 2020","February, 2020",870.5083174255613561919950,36634.03158861664346283190,6188.89558342620952352550,4.92145648896745707750,0.08,144.8848355270083107197330,633.627898772982,778.5127342999899841984620
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020","February, 2020",126.85,5154,2449,0,0,65.36,0,65.36
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","February, 2020",297039.11,11723309,9424039,8554469,90.77,248317.21,14084.19,262401.4
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","February, 2020",383766,15072427,13460808,13460808,100,332841.26,3066.61,335907.87
India,Manipur,"Calendar Year (Jan - Dec), 2020","February, 2020",12461.24,588045,166388,14069,8.46,3814.17,9510.35,13324.52
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","February, 2020",10800.27,1305,523,0,0,13.28,11549.63,11562.91
India,Mizoram,"Calendar Year (Jan - Dec), 2020","February, 2020",3827.96,155643,98645,75459,76.5,2492.95,0,2492.95
India,Nagaland,"Calendar Year (Jan - Dec), 2020","February, 2020",7632.11,282076,98929,41628,42.08,2555.87,6441.69,8997.57
India,Odisha,"Calendar Year (Jan - Dec), 2020","February, 2020",179926.06,9323917,18401752,13661600,74.24,363612.49,395.81,364008.31
India,Punjab,"Calendar Year (Jan - Dec), 2020","February, 2020",72510,3519595,1160222,1160222,100,141196.65,0,141196.65
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","February, 2020",232631,11110452,9518860,9517504,99.99,227702.59,0,227702.59
India,Sikkim,"Calendar Year (Jan - Dec), 2020","February, 2020",2197.94,94577,49482,27947,56.48,1226.45,1128.84,2355.29
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","February, 2020",202114.13,11083186,10239765,0,0,198156.97,0,198156.97
India,Telangana,"Calendar Year (Jan - Dec), 2020","February, 2020",108004.23,5328375,4914051,4914051,100,99216.92,874.53,100091.45
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","February, 2020",1380.9300000000000000000000,55848.00000000000000000000,48827.00000000000000000000,43738.00000000000000000000,84.4649046541988792959849,1203.8400000000000000000000,0,1203.8400000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2020","February, 2020",13761.1,578813,656784,656784,100,13112.74,0,13112.74
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","February, 2020",811798.34,35582981,32095510,31201850,97.22,743275.88,278.94,743554.81
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","February, 2020",33454.8,1334570,493867,106930,21.65,11934.04,20806.37,32740.41
India,West Bengal,"Calendar Year (Jan - Dec), 2020","February, 2020",330516.44,55407614,19372018,111753,0.58,288919.42,40304.27,329223.69
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020","January, 2020",332.7,16344,14657,0,0,252.44,24.59,277.02
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",154148.03,9027632,8636555,8636555,100,148118.13,1087.8,149205.93
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",4677.46,177092,97909,0,0,6383.11,3546.71,9929.81
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",135479.33,5787677,0,0,0,0,139324.64,139324.64
India,Bihar,"Calendar Year (Jan - Dec), 2020","January, 2020",457821.73,16324826,13221731,11778412,89.08,379555.69,159119.11,538674.8
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","January, 2020",115338,5282952,5125498,487993,9.52,112153.2,1512.11,113665.31
India,Delhi,"Calendar Year (Jan - Dec), 2020","January, 2020",37572.75,1746327,0,0,0,0,36210.83,36210.83
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2856.63,142287,122370,119672,97.8,2590.36,230.09,2820.45
India,Gujarat,"Calendar Year (Jan - Dec), 2020","January, 2020",198288.02,6570017,6137645,5694808,92.78,158043.53,0,158043.53
India,Haryana,"Calendar Year (Jan - Dec), 2020","January, 2020",66250,2696647,2741507,2741507,100,55968.66,0,55968.66
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",16857.47,670397,604024,444329,73.56,14307.32,2248.93,16556.25
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","January, 2020",38927.5416825744386438080050,1638206.96841138335653716810,22057.73882096575500197910,92.92205170465818478950,0.42,505.0949292607204215099990,35183.9176260344,35689.012555295091097189110
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",144959.47,5720656,4891049,4199238,85.86,135521.2,0,135521.2
India,Karnataka,"Calendar Year (Jan - Dec), 2020","January, 2020",217403,12687639,9271465,9271465,100,172244.89,923.59,173168.48
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",85459.89,3729149,4388137,4289116,97.74,82873.4,101.86,82975.26
India,Ladakh,"Calendar Year (Jan - Dec), 2020","January, 2020",870.5083174255613561919950,36634.03158861664346283190,493.26117903424499802090,2.07794829534181521050,0.42,11.2950707392795784900010,786.792373965629,798.087444704908902810890
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020","January, 2020",126.85,5153,2917,0,0,77.43,0,77.43
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",297039.11,11723309,9043102,8241188,91.13,248022.09,11346.26,259368.35
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",383766,15039501,13425478,13425478,100,331471.85,3507.85,334979.7
India,Manipur,"Calendar Year (Jan - Dec), 2020","January, 2020",12461.24,588045,19895,19895,100,470.6,15207.01,15677.61
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",10800.27,1305,400,0,0,10.08,11696.38,11706.46
India,Nagaland,"Calendar Year (Jan - Dec), 2020","January, 2020",7632.11,280700,33871,32707,96.56,1006.13,7289.08,8295.21
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",179926.06,8920120,10138834,7519858,74.17,172337.79,4263.27,176601.06
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",72510,3519595,56987,56987,100,6896.89,0,6896.89
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","January, 2020",232631,11096886,9442766,9441142,99.98,226109.88,0,226109.88
India,Sikkim,"Calendar Year (Jan - Dec), 2020","January, 2020",2197.94,94572,44996,26421,58.72,1123.63,1235.94,2359.56
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","January, 2020",202114.13,10140583,9854994,0,0,192390.98,0,192390.98
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",108004.23,5326381,4920699,4920699,100,99224.11,879.4,100103.51
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","January, 2020",1380.9300000000000000000000,55830.00000000000000000000,50343.00000000000000000000,45027.00000000000000000000,84.4423460321383097032742,1237.8700000000000000000000,0,1237.8700000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2020","January, 2020",13761.1,578858,737941,737941,100,12982.47,0,12982.47
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",811798.34,35729703,32443455,31411352,96.82,744902.8,33914.01,778816.81
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","January, 2020",33454.8,1334146,426932,89803,21.03,10406.79,23326.41,33733.2
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",330516.44,54960041,18753370,13673,0.07,272050.55,57140.34,329190.88
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","December, 2019",332.7,16342,12957,0,0,264.69,24.99,289.68
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","December, 2019",154148.03,9027217,8637527,8637527,100,146796.11,1087.48,147883.59
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","December, 2019",4677.46,177112,9592,0,0,249.65,4183.74,4433.38
India,Assam,"Calendar Year (Jan - Dec), 2019","December, 2019",135479.33,5787708,0,0,0,0,169363.25,169363.25
India,Bihar,"Calendar Year (Jan - Dec), 2019","December, 2019",457821.73,16620345,10145208,8214427,80.97,294438.32,172817.77,467256.09
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","December, 2019",115338,5282952,8384937,672068,8.02,113097.14,1746.45,114843.59
India,Delhi,"Calendar Year (Jan - Dec), 2019","December, 2019",37572.75,1742840,0,0,0,0,36130.74,36130.74
India,Goa,"Calendar Year (Jan - Dec), 2019","December, 2019",2856.63,142152,113905,111200,97.63,2433.73,374.03,2807.76
India,Gujarat,"Calendar Year (Jan - Dec), 2019","December, 2019",198288.02,6590660,6039316,5533891,91.63,158706.97,0,158706.97
India,Haryana,"Calendar Year (Jan - Dec), 2019","December, 2019",66250,2695216,2670418,2670418,100,56785.78,0,56785.78
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","December, 2019",16857.47,677566,631956,490599,77.63,14545.01,1428.02,15973.03
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","December, 2019",38927.5416825744386438080050,1638009.38678565345176529990,12083.77922904576015673140,71.40326078357944725930,0.59,203.059136146179359603160,36094.2211696076,36297.2803057537835748211770
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","December, 2019",144959.47,5718871,4878015,4159901,85.28,134830.49,0,134830.49
India,Karnataka,"Calendar Year (Jan - Dec), 2019","December, 2019",217403,12670787,11058185,11058182,100,200220.36,1510.72,201731.07
India,Kerala,"Calendar Year (Jan - Dec), 2019","December, 2019",85459.89,3721509,4039541,3931957,97.34,82681.76,102.34,82784.11
India,Ladakh,"Calendar Year (Jan - Dec), 2019","December, 2019",870.5083174255613561919950,36629.61321434654823470010,270.22077095423984326860,1.59673921642055274070,0.59,4.540863853820640396840,807.148830392396,811.6896942462164251788230
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019","December, 2019",126.85,5154,3328,0,0,88.35,0,88.35
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","December, 2019",297039.11,11723309,9234774,8410026,91.07,263765.32,11162.13,274927.44
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","December, 2019",383766,15045772,13280707,13280707,100,328866.87,3837.92,332704.78
India,Manipur,"Calendar Year (Jan - Dec), 2019","December, 2019",12461.24,588045,194,192,98.97,2.52,15117.01,15119.53
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","December, 2019",10800.27,1305,422,0,0,10.69,11523.48,11534.16
India,Mizoram,"Calendar Year (Jan - Dec), 2019","December, 2019",3827.96,37899,0,0,0,0,978.75,978.75
India,Nagaland,"Calendar Year (Jan - Dec), 2019","December, 2019",7632.11,278761,46359,46357,100,512.44,7280.08,7792.52
India,Odisha,"Calendar Year (Jan - Dec), 2019","December, 2019",179926.06,8920120,9438104,6647686,70.43,172487.28,3338.61,175825.88
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","December, 2019",232631,11015719,9355403,9353378,99.98,224227.48,0,224227.48
India,Sikkim,"Calendar Year (Jan - Dec), 2019","December, 2019",2197.94,94443,42298,26053,61.59,1059.6,1272.95,2332.54
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","December, 2019",202114.13,10118619,10298616,0,0,200183.79,0,200183.79
India,Telangana,"Calendar Year (Jan - Dec), 2019","December, 2019",108004.23,5324508,4917124,4917124,100,99128.51,870.68,99999.18
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","December, 2019",1380.9300000000000000000000,55725.00000000000000000000,47127.00000000000000000000,42637.00000000000000000000,86.0714459875465393025398,1178.5300000000000000000000,0,1178.5300000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","December, 2019",13761.1,578926,735341,735341,100,12976.27,0,12976.27
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","December, 2019",811798.34,35811577,31735069,30736360,96.85,738506.18,34492.14,772998.32
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","December, 2019",33454.8,1334146,368114,82159,22.32,8988.98,27105.3,36094.28
India,West Bengal,"Calendar Year (Jan - Dec), 2019","December, 2019",330516.44,53715737,18273385,10284,0.06,268019.97,61452.9,329472.86
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","November, 2019",332.7,16349,12346,0,0,239.73,25.36,265.08
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","November, 2019",154148.03,9026642,8632571,8632571,100,146773.46,1097.77,147871.23
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","November, 2019",4677.46,177121,15525,0,0,416.7,4313.96,4730.66
India,Assam,"Calendar Year (Jan - Dec), 2019","November, 2019",135479.33,5787081,0,0,0,0,139496.01,139496.01
India,Bihar,"Calendar Year (Jan - Dec), 2019","November, 2019",457821.73,16590565,4665322,4041608,86.63,76990.06,359074.59,436064.65
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","November, 2019",115338,5282952,5189384,496608,9.57,112644.03,1692.57,114336.6
India,Delhi,"Calendar Year (Jan - Dec), 2019","November, 2019",37572.75,1739598,0,0,0,0,315788.73,315788.73
India,Goa,"Calendar Year (Jan - Dec), 2019","November, 2019",2856.63,142035,114883,112542,97.96,2451.04,359.81,2810.85
India,Gujarat,"Calendar Year (Jan - Dec), 2019","November, 2019",198288.02,6592355,6025357,5512090,91.48,158225.42,0,158225.42
India,Haryana,"Calendar Year (Jan - Dec), 2019","November, 2019",66250,2697460,2708023,2708023,100,56110.18,0,56110.18
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","November, 2019",16857.47,679572,633761,505527,79.77,16266.15,1243.13,17509.28
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","November, 2019",38927.5416825744386438080050,1638494.53770823777239325350,12496.54876398645230390160,97.81268600490335241000,0.78,205.211015238287233356180,33762.4254228623,33967.6462193691989594664840
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","November, 2019",144959.47,5719048,4876090,4187980,85.89,133994.27,0,133994.27
India,Karnataka,"Calendar Year (Jan - Dec), 2019","November, 2019",217403,12652809,10970181,10970177,100,197888.95,1388.18,199277.13
India,Kerala,"Calendar Year (Jan - Dec), 2019","November, 2019",85459.89,3686950,3925769,3828381,97.52,82187.01,111.38,82298.39
India,Ladakh,"Calendar Year (Jan - Dec), 2019","November, 2019",870.5083174255613561919950,36640.46229176222760674650,279.45123601354769609840,2.18731399509664759000,0.78,4.588984761712766643820,755.004577137689,759.5937806308010405335160
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019","November, 2019",126.85,5156,1177,0,0,31.99,0,31.99
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","November, 2019",297039.11,11740426,8573745,7872071,91.82,249161.91,30477.64,279639.55
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","November, 2019",383766,15040958,13153276,13153276,100,327034.39,5072.4,332106.79
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","November, 2019",10800.27,1305,806,0,0,20.12,11696.35,11716.47
India,Mizoram,"Calendar Year (Jan - Dec), 2019","November, 2019",3827.96,128251,0,0,0,0,3328.54,3328.54
India,Nagaland,"Calendar Year (Jan - Dec), 2019","November, 2019",7632.11,109310,6422,6422,100,67.59,7279.69,7347.27
India,Odisha,"Calendar Year (Jan - Dec), 2019","November, 2019",179926.06,8920120,9145618,6525581,71.35,169884.28,853.69,170737.97
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","November, 2019",232631,10965795,9019266,9017364,99.98,216498.67,0,216498.67
India,Sikkim,"Calendar Year (Jan - Dec), 2019","November, 2019",2197.94,94451,45322,27258,60.14,1141.82,1167.99,2309.81
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","November, 2019",202114.13,10119073,10114531,0,0,197553,0,197553
India,Telangana,"Calendar Year (Jan - Dec), 2019","November, 2019",108004.23,5319348,4895562,4895562,100,98667.82,866.85,99534.67
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","November, 2019",1380.9300000000000000000000,55691.00000000000000000000,46295.00000000000000000000,43025.00000000000000000000,91.8610149194393256434910,1155.6600000000000000000000,0,1155.6600000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","November, 2019",13761.1,578905,769166,769166,100,12976.58,0,12976.58
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","November, 2019",811798.34,35668053,31625219,30526409,96.53,729854.86,21707.62,751562.48
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","November, 2019",33454.8,1332855,285166,86445,30.31,7164.02,28581.41,35745.43
India,West Bengal,"Calendar Year (Jan - Dec), 2019","November, 2019",330516.44,53569689,16016492,0,0,239921.88,88620.58,328542.46
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","October, 2019",332.7,16207,11751,0,0,218.27,25.62,243.9
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","October, 2019",154148.03,9026007,8585878,8585878,100,145956.8,1338.31,147295.11
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","October, 2019",4677.46,177106,14934,0,0,408.15,4371.72,4779.87
India,Assam,"Calendar Year (Jan - Dec), 2019","October, 2019",135479.33,5785972,0,0,0,0,153202.5,153202.5
India,Bihar,"Calendar Year (Jan - Dec), 2019","October, 2019",457821.73,16636009,2384377,2141618,89.82,38855.73,401668.97,440524.69
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","October, 2019",115338,5282952,5292182,507525,9.59,112526.33,1670.83,114197.15
India,Delhi,"Calendar Year (Jan - Dec), 2019","October, 2019",37572.75,1431521,0,0,0,0,29466.88,29466.88
India,Goa,"Calendar Year (Jan - Dec), 2019","October, 2019",2856.63,343864,110733,108928,98.37,2363.87,439.16,2803.03
India,Gujarat,"Calendar Year (Jan - Dec), 2019","October, 2019",198288.02,6628157,6022184,5426073,90.1,159055.28,0,159055.28
India,Haryana,"Calendar Year (Jan - Dec), 2019","October, 2019",66250,2697682,2711385,2711385,100,56450.65,0,56450.65
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","October, 2019",16857.47,680340,602788,467647,77.58,14883.99,1572.1,16456.09
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","October, 2019",38927.5416825744386438080050,1639758.27761142112370639070,6926.11629600720638415210,2.93438058014710057230,0.04,143.6770544726025343550490,36722.4524892799,36866.1295437525000014320140
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","October, 2019",144959.47,5718614,4615998,4207434,91.15,127218.3,0,127218.3
India,Karnataka,"Calendar Year (Jan - Dec), 2019","October, 2019",217403,12623916,10927902,10927898,100,102560.05,1476.12,104036.17
India,Kerala,"Calendar Year (Jan - Dec), 2019","October, 2019",85459.89,3689154,4152035,3970715,95.63,82329.56,93.33,82422.89
